id;cnr;collection;comment;esac_key;esac_title;function;melstring;region;signature;source;text;tunefamily;unit
E0517B;;ERKNER;;C-maj;ALS ICH AN EINEM SOMMERTAG;Liebes - Lied;"-1_-3_  -5__-5__-5__1__  -5__-5_.-4-3__
    -5_.-5  -5__-4_.-3-4__-5_.-4  -3___0__
    -1_-3_  -5__-5__-5__1__  -5__-5_.-4-3__
    -5_.-5  -5__-4_.-3-4__-5_.-4  -3___0__
    -1_-3_  -5__-5__-5__1__  -5__-5_.-4-3__
    -1_-1_  -6_.-6-6_.-61_.1-7_.-6  -6_.-5-5_.-51_.1
    1_.1  2__2_.2-7__-6_.-7  1__3__-5__
    -1_-1_  -6_.-6-6_.-61_.1-7_.-6  -6_.-5-5_.-51_.1
    1_.1  2__2_.2-7__-6_.-7  1___0__ //";"Europa, Mitteleuropa, Deutschland, Schleswig - Holstein; Nassau";4/4;;;E0517;16
E0518;;ERKNER;;G-maj;DENK ICH ALLEWEIL;Liebes - Lied;"12  333_12  333_
    5_  5_.43_  2__
    24  4_4_24  3_3_
    13  2_.12_  3_5_
    24  4_4_24  3_3_
    13  2_.12_  1__ //";Europa, Mitteleuropa, Deutschland, Franken;3/8;;;E0518;16
E0518A;;ERKNER;;C-maj;SCHOENSTES SCHAETZCHEN;Liebes - Lied;"13  5_3_56  542_
    54  3_.43_  2__
    -5_  1_1_24  3_3_
    46  5_3_2_  1__ //";"Europa, Mitteleuropa, Deutschland, Hessen, Odenwald; Wetterau";3/8;;;E0518;16
E0518B;;ERKNER;;G-maj;SCHOENSTES SCHAETZCHEN;Liebes - Lied;"1_.1  1__-5__3_.3  3__1__
    3_5_  5__6_5_4_3_  2__0__
    3_5_  4_3_2__-5_-5_  1_3_5__
    3_5_  4_3_2__-5_-5_  1_3_5__
    1__  6__6__6__  5__.4_
    3_5_  4__3__2__  1___ //";Europa, Mitteleuropa, Deutschland, Rheinpfalz;3/4;;;E0518;16
E0519;;ERKNER;;D-maj;GEH MEIN HANSEI;Liebes - Lied;"5_.36_.5  5_.4-7_-7_
    5_.46_.5  5_.31_-5_
    1234567+1  +2_.+16_
    22  7_.65465  1_0__. //";Europa, Mitteleuropa, Deutschland, Ober - Bayern;4/4;;;E0519;8
E0520;;ERKNER;;C-maj;ES IST FUERWAHR KEIN KREATUR;Liebes - Lied;"-511  1_.321  -7_0
    -511  1_.32-7  1_0_
    -3-5  -5_.-5-6-5  -5_-3_
    -3-5  -5_.-5-6-5  -5_-3_
    11  1_.321  -7_0
    -3-5-5  1_.32-7  1_0 //";Europa, Mitteleuropa, Deutschland;3/4;;;E0520;8
E0521;;ERKNER;;G-maj;ES FLIEGT GAR MANCHES VOEGELEIN;Liebes - Lied;"-5_  1_.-71_2_  3_.21_
    3_  4_3_2_1_  2__0_
    -5_  1_.-71_2_  3_.21_
    3_  4_3_2_1_  2__0_
    2_  2_.32_-7_  -5_-6_-5_
    2_  2_.32_-7_  -5__0_
    -5_  1_1_2_2_  3_.45_
    4_  3_3_2_2_  1__0_ //";Europa, Mitteleuropa, Deutschland, Thueringen;2/4;;;E0521;16
E0522;;ERKNER;;G-maj;GESTERN ABEND IN DER STILLEN RUH;Liebes - Lied;"3_123_1_  3_5_4_3_  3__2__
    2_-712_-7_  2_4_3_2_  2__1__
    5_345_345__  2_3_4_323__
    1_+1_7_6_  5_345__
    4_2_3_1_  2_-7_1__ //";Europa, Mitteleuropa, Deutschland, Schwaben, Kuestrin;2/4 3/4;;;E0522;16
E0522A;;ERKNER;;F-maj;GESTERN ABEND IN DER STILLEN RUH;Liebes - Lied;"1_2_  3_.33_3_3__2_3_  4___0__
    4_3_  2_.22_2_2__1_2_  3___0___
    5_.43_3_5__  2_2_2_123__  0__
    1_2_  3_.33_3_5__4_3_  2__.
    3_5_4_2__  1__0___ //";Europa, Mitteleuropa, Deutschland, Hessen, Darmstadt, Dreieichenhain;4/4 3/4 2/4;;;E0522;16
E0522B;;ERKNER;;F-maj;GESTERN ABEND IN DER STILLEN RUH;Liebes - Lied;"1_2_3_3_  3_5_+153_  3__2__
    2_1_-7_1_  2_23542_  2__1__
    5_345_345__  4_234_234_.5
    3_.33_3_  3_5_+153_  3__2_
    3_542_  2__1__ //";Europa, Mitteleuropa, Deutschland, Hessen, Odenwald;2/4 3/4;;;E0522;16
E0522C;;ERKNER;;F-maj;GESTERN ABEND IN DER STILLEN RUH;Liebes - Lied;"1_3_1_3_  1_345_.3  3__2__
    2_2_2_2_  2_6_5_.6  5__3__
    5_3_3_3_3_5_  4_2_2_2_2_
    -5_  1_3_1_3_  1_355_3_  3__2_
    6_5_.6  5__3__ //";"Europa, Mitteleuropa, Deutschland, Westerwald; Lahnkreis; Dillkreis";2/4 3/4;;;E0522;16
E0522D;;ERKNER;;A-maj;GESTERN ABEND IN DER STILLEN RUH;Liebes - Lied;"-5_-5_  1__.1_1_3_5_3_  3_.42__0__
    2_3_  4_.44_4_3_2_3_.2  2_.31__0__
    1_2_  3_.13_.13__4_3_  2_.-72_.-72__
    2_4_  3_1_1_123_
    1_2_.-7  2_.31__0__ //";Europa, Mitteleuropa, Deutschland, Rheinpfalz;4/4;;;E0522;16
E0522E;;ERKNER;;F-maj;GANZ VERGNUEGT UND EINSAM;Liebes - Lied;"1_3_  5_5_5_5_6_.5  5__3__
    6_.5  5_4_4_6_5_4_  4__3__
    5_5_  4_4_2__6_6_  5_5_3__
    5_5_  4_4_2__6_6_  5_5_3__
    1_3_  5_5_5_5_6_.5  5__3__
    6_.5  5_4_4_6_5_4_  4__3__ //";Europa, Mitteleuropa, Deutschland, Thueringen;3/4;;;E0522;16
E0522F;;ERKNER;;C-maj;GESTERN ABEND IN DER STILLEN RUH;Liebes - Lied;"-5-5  1_-5_1_-5_  1_3_-5_
    33  2_.-721-7-6  -5_-5_-5_
    -5-5  -4_2_21-7-6  -5_3_3_
    -5-5  -4_2_21-7-6  -5_3_3_0_
    -5_-5_-6_-7_  1_3_-5_
    33  2_.-721-7-6  -5_-5_-5_ //";"Europa, Mitteleuropa, Deutschland, Rheinland; Hessen";4/4;;;E0522;8
E0523;;ERKNER;;F-maj;UNTER MEINES VATERS SEINEM FENSTER;Liebes - Lied;"13  535353  5+13_
    65  5442-72  2_1_
    33  544_22  655_
    33  544_22  655_
    34  535353  5+13_
    65  5442-72  2_1_ //";"Europa, Mitteleuropa, Deutschland, Thueringen; Schlesien";3/4;;;E0523;8
E0524;;ERKNER;;G-maj;SCHEINT DER MOND SO SCHOEN;Liebes - Lied;"1_.3  3_.22__-7_4_  4_.33__
    1_3_  5_.55_5_5_5_  5_+1_3__
    3_.5  5_.44_6_5_4_  4__3__ //";"Europa, Mitteleuropa, Deutschland, Thueringen; Schwaben; Schlesien";3/4;;;E0524;16
E0525;;ERKNER;;F-maj;MAEDELE RUCK AN MEINE GRUENE SEITE;Liebes - Lied;"113_  5_5_5_5_4#_5_6_5_  5_+1_3_
    3_2_3_  5_.44_4_3_4_  6__5__
    5_5_  4_4_2__6_6_  5_5_3__
    5_5_  4_4_2__6_6_  5_5_3__
    113_  5_5_5_5_4#_5_6_5_  5_+1_3_
    3_2_3_  5_.44_3_4_2_  2__1__ //";Europa, Mitteleuropa, Deutschland, Schwaben;4/4 3/4;;;E0525;16
E0527;;ERKNER;;A-maj;ICH WOLLT EIN BAEUMLEIN STEIGEN;Liebes - Lied;"1_  -5_-5_-5_1_  -6__-6_
    1_  -7_1_2_-7_  1__0_
    12  3_3_3_43  2_2_2_
    2_  1_1_1_21  -7_-7-6-5_
    -5_  1_1_2_2_  3_.45_
    4_  3_3_2_2_  1__0_ //";"Europa, Mitteleuropa, Deutschland, Harz; Hannover";4/4;;;E0527;8
E0527A;;ERKNER;;F-maj;ICH WOLLT EIN BAEUMLEIN STEIGEN;Liebes - Lied;"-5_  1_.23_4#_  5_5_5_
    5_  6_7_+1_6_  5__0_
    5_  5_4#_4#_4#_  4#_3_3_
    3_  2_2_3_2_  1_3_5_
    5_  5_4#_4#_4#_  4#_3_3_
    3_  2_2_3_2_  1__0_ //";"Europa, Mitteleuropa, Deutschland, Hessen, Darmstadt; Schwalbach";2/4;;;E0527;16
E0527B;;ERKNER;;F-maj;DES ABENDS WENN ICH SCHLAFEN GEH;Liebes - Lied;"-5_  1_.23_4_  5_.65_
    3_  4_3_4_5_  3__0_
    5_  5_.34_2_  3_.43_
    1_  2_.34_2_  3_6_5_
    5_  5_.34_2_  3_.43_
    1_  2_.34_2_  1__0_ //";"Europa, Mitteleuropa, Deutschland, Siebengebirge; Hessen, Darmstadt";2/4;;;E0527;16
E0527C;;ERKNER;;G-maj;DES ABENDS WENN ICH SCHLAFEN GEH;Liebes - Lied;"-5_  1_-5_-5_1_  -6_-6_-6_
    4_  5_5_4_-7_  1__0_
    12  3_3_3_5_  4_2_2_
    23  4_4_4_6_  5_3_3_
    1_  -6_.-71-71-6  -5__1_
    3_  5_4_2_-7_  1__0_ //";"Europa, Mitteleuropa, Deutschland, Lahnkreis; Dillkreis; Westerwald";2/4;;;E0527;16
E0528;;ERKNER;;G-maj;IN DEN GARTEN WOLLN WIR GEHN;Liebes - Lied;"1_.23_3_  2_231_-5_
    3_.45_5_  4_453_1_
    5_5_6_6_  4_465__
    3_354__  2_243__
    1_.35_5_  544_3_0_ //";Europa, Mitteleuropa, Deutschland, Sueddeutschland, Franken;4/4;;;E0528;8
E0528A;;ERKNER;;F-maj;IN DEN GARTEN WOLLN WIR GEHN;Liebes - Lied;"1_31_3  1_35_4
    -7_22_2  2544_3
    1355_3  4_6+1_.
    6_+15_3  5421_0
    1355_3  4_6+1_.
    6_+15_3  5421_0 //";Europa, Mitteleuropa, Deutschland, Hessen, Wetterau;6/8;;;E0528;8
E0528B;;ERKNER;;G-maj;HOERT IHR NICHT DEN JAEGER BLASEN;Liebes - Lied;"1_2_2_2_  2345431_
    -6_1_1_1_  1_43322_
    -4-6123_1_  -72477__
    5_754_2_  4_432__ //";Europa, Mitteleuropa, Deutschland, Hessen, Nassau, Hennethal;4/4;;;E0528;8
E0529;;ERKNER;;F-maj;NACHTIGALL ICH HOER DICH SINGEN;Liebes - Lied;"-5_-5_  1__3__3_2_  2_1_0_
    1_1_2_  3__5__5_4_  4_3_0___
    5_531__5__  45642__0__
    -5_-7_2__4__  3_531_3_2_4_  3_6_5__
    5432  1__3__321-7  1__0__ //";Europa, Mitteleuropa, Deutschland;3/4;;;E0529;16
E0529A;;ERKNER;;F-maj;NACHTIGALL ICH HOER DIR SINGEN;Liebes - Lied;"-5_.-51__3__  3_2_2_1_0_
    -5_  1_.33__5__  5_4_4_3_0__
    3_531__5__  45642__0__
    -5_-7_2__4__  3_531__.-7_
    1_.32_.43__
    4_.65__3__  54322__1_0_ //";Europa, Mitteleuropa, Deutschland;3/4;;;E0529;16
E0530;;ERKNER;;G-maj;KOMM ZU MIR IN GARTEN;Liebes - Lied;"-5_  123_21  2-7-5_
    5_  543_21  2__
    23  4_4_32  1-71_
    4_  321_-7_  1__ //";Europa, Mitteleuropa, Deutschland, Franken ?;3/4;;;E0530;8
E0530A;;ERKNER;;A-maj;WO IST DENN DAS MAEDCHEN;Liebes - Lied;"-5_  1_.-71_  2_.12_  3_.43_  2__
    23  4_.54_  3_.21_  321_-7_  1__
    23  4_.54_  3_.21_  321_-7_  1__ //";Europa, Mitteleuropa, Deutschland, Hessen, Odenwald, Alsbach;3/8;;;E0530;16
E0531;;ERKNER;;F-maj;WIE KOMMTS DASS DU SO TRAURIG BIST;Liebes - Lied;"13  5_.34_2_  32343_
    13  5_.34_2_  3__0_
    3_  3_.22_4_  4_.33_
    5_  +15312432  1__0_ //";Europa, Mitteleuropa, Schweiz;2/4;;;E0531;16
E0531A;;ERKNER;;E-maj;WIE KOMMTS DASS DU SO TRAURIG BIST;Liebes - Lied;"13  5_.34_2_  32343_
    13  5_.34_2_  3__0_
    13  5_.34_2_  32343_
    13  5_.34_2_  3__0_
    5+1  7_.44_6_  54345_
    6_  5_.31_2_  3__
    6__  5_.13_2_  1__0_
    5+1  7_.44_6_  54345_
    6_  5_.31_2_  3__
    6__  5_.13_2_  1__0_ //";Europa, Mitteleuropa, Deutschland, Thueringen;4/4;;;E0531;8
E0531B;;ERKNER;;F-maj;WENN ICH IN FREIHEIT LEBEN WILL;Liebes - Lied;"13  5_+1_5342  1_3_3_
    13  5_+1_5342  3__0_
    33  3_3_2_54  4_.33_
    5_  +15315_-7_  1__0_ //";Europa, Mitteleuropa, Deutschland, Brandenburg;4/4;;;E0531;8
E0532;;ERKNER;;G-maj;HAB ICH MEIN TAG KEIN GUT GETHAN;Liebes - Lied;"-7b_  3b_5_4_2_  3b_1_-7b_
    -7b_  3b_5_4_2_  3b__0_
    -7b_  3b_5_4_2_  3b_21-7b_
    1_  2_-5_-6_-7_  1__0_ //";Europa, Mitteleuropa, Deutschland;4/4;;;E0532;8
E0533;;ERKNER;;G-maj;ICH GUNG ENMAL SPAZIERE;Liebes - Lied;"-5_  1_-7_1_2_  3__1_-5_  2__0_
    -5_  1_-7_1_2_  3__1__
    2_222_55  3__0_
    3_  3_2_1_-7_  -7__-6_
    -3_  -6__0_-5_  1__0_-5_  3__. //";Europa, Mitteleuropa, Deutschland;2/4;;;E0533;16
E0533A;;ERKNER;;G-maj;ICH GIENG EINMAL SPAZIERE;Liebes - Lied;"-5  111-5  1_1-5  1_0
    5  5555  6_6
    5  4446  5_0
    3  3333  4_45  3_0 //";"Europa, Mitteleuropa, Deutschland, Hessen, Hanau; Dillenburg";2/4;;;E0533;8
E0534;;ERKNER;;G-maj;ICH HAETT EMAL EN FREIER;Liebes - Lied;"-5  111321  2_.0_
    2  222432  3_65_4  3_.0_ //";Europa, Mitteleuropa, Deutschland, Hessen, Nassau;6/8;;;E0534;8
E0535;;ERKNER;;F-maj;EI LIPPLE LOSS DER NO ROTHA;Liebes - Lied;"-5_  1__1_-7_.12_  1__.-5__
    -5_  3__3_2_.34_  3__.0__
    -5_  1__1_-7_.12_  1__.-5__
    -5_  3__3_2_.34_  3__.0__.
    5_4_3_6_.54_
    4_3_2_5_.43_  -5_-6_-7_1__ //";Europa, Mitteleuropa, Deutschland, Wuerttemberg;6/8;;;E0535;16
E0536;;ERKNER;;F-maj;ICH HABE MEIN FEINSLIEBCHEN;Liebes - Lied;"-5  135_3_  542_0
    1  -712_4_  653_0
    -5  113_5_  +1__^
    6  545_2_  1__0 //";Europa, Mitteleuropa, Deutschland;3/4;;;E0536;8
E0536A;;ERKNER;;F-maj;ICH HABE MEIN FEINSLIEBCHEN;Liebes - Lied;"1  553_1_  542_0
    2  442_6_  531_0
    -5  113_5_  +1__
    6_  53542_  1__0 //";Europa, Mitteleuropa, Deutschland, Schlesien;3/4;;;E0536;8
E0537;;ERKNER;;G-maj;JETZT KOMMT DIE ZEIT;Liebes - Lied;"-5_  1_1_3_21  -7_.12_
    -5_  1_1_4_3_  2__0_
    23  4_6_4_2_  3_5_3_
    13  2_4_2_-7_  1__0_ //";Europa, Mitteleuropa, Deutschland, Schlesien, Hainau;4/4;;;E0537;8
E0537A;;ERKNER;;G-maj;JETZT KOMMT DIE ZEIT;Liebes - Lied;"-5_  1_1_3_53  2_.-7-5_
    -5_  1_1_3_35  2__0_
    23  4_6_4_2_  3_5_3_
    13  2_4_2_-7_  1__0_ //";"Europa, Mitteleuropa, Deutschland, Brandenburg; Sachsen";4/4;;;E0537;8
E0537B;;ERKNER;;G-maj;JETZT KOMMT DIE ZEIT;Liebes - Lied;"-5_  1_-5_3_21  -7_.12_
    54  3_2_1_3_  2__0_
    23  4_6_4_2_  3_5_3_
    13  2_4_2_-7_  1__0_ //";Europa, Mitteleuropa, Deutschland, Hessen, Odenwald;4/4;;;E0537;8
E0538;;ERKNER;;C-maj;ES LEUCHTET SCHON;Liebes - Lied;"34  5_35+1+2  +3_5_
    67  +1_.+2(+176)  5__
    34  5_+1_76  5_35
    +13  5_.423  1__
    34  5_+1_76  5_35
    +13  5_.423  1__ //";Europa, Mitteleuropa, Deutschland, Uckermark, Gramzow;3/4;;;E0538;8
E0538A;;ERKNER;;C-maj;ES LEUCHTET SCHON WIEDER;Liebes - Lied;"56  5_3_+1+2  +3_5_
    +1+2  +1_.7+16  6_5_
    +1+2  +1_.7+16  653_
    +15  542_65  4_3_
    +1+2  +1_.7+16  653_
    +15  542_65  4_3_ //";Europa, Mitteleuropa, Deutschland, Pommern, Fiddichow, Brusenfelde;3/4;;;E0538;8
E0539;;ERKNER;;F-maj;WILT DU MEI SEI;Liebes - Lied;"+16  655_42  211_
    32  1_4_6_  5_0_
    +16  655_42  211_
    53  23421-7  1_0_ //";Europa, Mitteleuropa, Deutschland, Franken;3/4;;;E0539;8
E0540;;ERKNER;;G-maj;HERZIG LIEB SCHAETZELE;Liebes - Lied;"1_1234  5_565_  4_3_4_  3__0_
    1_1234  5_565_  4_3_4_  3__0_
    5_565_  4_454_  3_343_  2_2_2_
    1_1234  5_565_  4_3_4_  3__0_ //";Europa, Mitteleuropa, Deutschland, Sueddeutschland;3/8;;;E0540;16
E0541;;ERKNER;;A-maj;ICH HAB EIN SCHAETZLE IN DER NAEH;Liebes - Lied;"-5_  -5_1_1_1_  321-71_
    -5_  -5_1_1_1_  321-71_
    1_  1_+1_7_6_  6__5_
    4_  3__5432  2__1_ //";Europa, Mitteleuropa, Deutschland, Franken;2/4;;;E0541;16
E0542;;ERKNER;;A-maj;MIT SANFTEM KUMMER UND SORGEN;Liebes - Lied;"-5_  -3_-5_1_-3_-5_1_  3__5_2__
    -5_  -5_-7_2_2_3_4_  3__5_3__
    -5-7  1__3_3__3_  5__5_3_6_
    5_  4__4_2_6_54  3___0_
    -5-7  1__3_3__3_  5__5_3_6_
    5_  4__4_2_6_54  3___0_ //";Europa, Mitteleuropa, Deutschland, Hessen, Odenwald;6/8;;;E0542;16
E0543;;ERKNER;;Bb-maj;SCHOEN IST DIE JUGEND;Liebes - Lied;"-5_-3_-4_  -5_3_3_2_1_-6_  -5__-3_
    -5_-6_-5_  -5_2_2_4_3_2_  1__0_
    -5_-6_-5_  2_.22_4_3_2_  3_.55_
    1_1_1_  -6_4_3_2_3__2__  1__0_
    -5_-6_-5_  2_.22_4_3_2_  3_.55_
    1_1_1_  -6_4_3_2_3__2__  1__0_ //";"Europa, Mitteleuropa, Deutschland, Hessen, Lahngegend; Odenwald";3/4 4/4;;;E0543;16
E0543A;;ERKNER;;E-maj;SCHOEN IST DIE JUGEND;Liebes - Lied;"113  5_35+16  5_3
    565  4_2255  3_0
    113  5_35+16  5_3
    565  4_2255  3_0
    335  442446  5_3
    335  4_2255  3_. //";Europa, Mitteleuropa, Deutschland, Thueringen, Meiningen;3/4;;;E0543;8
E0544;;ERKNER;;F-maj;O HIMMEL WIE LANG SOLL ICH NOCH TRAGEN;Liebes - Lied;"-5_  1_.-71_2_1_2_  3__5_4__.
    3_.43_2_1_2_  1__.0__.
    3_1_5_2_.1-7_
    1_-6_2_-7_.-6-5_
    1_.-71_2_.12_  3__5_4__.
    3_.43_2_.12_  1__.0__ //";Europa, Mitteleuropa, Deutschland, Hessen, Darmstadt;6/8;;;E0544;16
E0545;;ERKNER;;G-maj;SCHOENSTES KIND AUF DIESER ERDE;Liebes - Lied;"1__.-5_1__2__  3_.23_4_3__2__
    3__.2_3_.45_6_  5__4_3_3__2__
    5__.4_3__5__  5__.4_4__3__  3_4_2__
    5__.4_  3_6_5_4_3__2__  1___0___
    5__.4_3__5__  5__.4_4__3__  3_4_2__
    5__.4_  3_6_5_4_3__2__  1___0___ //";Europa, Mitteleuropa, Deutschland, Hessen, Odenwald, Lindenfels;4/4;;;E0545;16
E0545A;;ERKNER;;G-maj;SCHOENSTER SCHATZ AUF DIESER ERDE;Liebes - Lied, Treue;"1__-5__3__1_3_  5__5__5_4_4__
    3__.2_3__6__  5__4_3_2___
    5__.4_3__5__  6_.54_.33_2_2__
    5__.4_3__6__  5_.43_.21__0__
    5__.4_3__5__  6_.54_.33_2_2__
    5__.4_3__6__  5_.43_.21__0__ //";"Europa, Mitteleuropa, Deutschland; Frankreich, Elsass";4/4;;;E0545;16
E0546;;ERKNER;;G-maj;DORT OBN AUF JENEM BERGE;Liebes - Lied;"-5_  1_.-53_21  1-7-7_0_
    -5_  2_-5_4_32  3__0_
    3_  5_3_5_.-5  -5_4_4_.
    2  4_2_4_-5_  -5_3_3_
    42  1_1_212_  3__.
    42  1_135_.-5  1__0_ //";Europa, Mitteleuropa, Deutschland, Pommern;2/4;;;E0546;16
E0547;;ERKNER;;Eb-maj;GESTERN BEI MONDENSCHEIN;Liebes - Lied;"1_3_4_  5_.65_
    4_3_2_  3__1_
    1_3_4_  5_.65_
    4_3_2_  3__1_
    2_2_3_  4_.54_
    3_3_4_  5_.65_
    4_3_2_  2__1_ //";"Europa, Mitteleuropa, Deutschland; Oesterreich - Schlesien";3/4;;;E0547;8
E0548;;ERKNER;;F-maj;ACH WIE ISTS MOEGLICH;Liebes - Lied, Treue;"5_5654  4_.33_
    3_3432  2_.11_
    2_2_2_  3_.45_
    5_6543  3_2_0_
    5_5_5_  6_.7+16
    5_5654  32343_
    1_3_5_  54243_
    5_642-7  2_1_0_ //";Europa, Mitteleuropa, Deutschland, Hildburghausen;3/4;;;E0548;8
E0548A;;ERKNER;;Bb-maj;ACH WIE ISTS MOEGLICH DANN;Liebes - Lied;"3__1_-6_  -6_.-5-5__
    2__1_2_  3_1_-5__
    3__1_-5_  -6_4_3__
    2__3_2_  -5__0__
    2__3_2_  1_-6_-5__
    3__4_3_  3_2_2__
    -5__-6_-5_  5_4_2__
    1__2_-7_  1__0__ //";Europa, Mitteleuropa, Deutschland;2/4;;;E0548;16
E0549;;ERKNER;;G-maj;ZWEI HERZEN IM LEBEN;Liebes - Lied, Treue;"12  3_3_4_  655_
    3_  544_2_  433_
    12  3_3_4_  655_
    3_  544_2_  433_
    35  544_2_  433_
    35  544_24  433_
    12  3_3_4_  5__
    35  544_5_  3__ //";Europa, Mitteleuropa, Deutschland, Schwaben,;3/8;;;E0549;16
E0550;;ERKNER;;F-maj;ZU COBLENZ AUF DER BRUECKE;Liebes - Lied;"-5  3_3323  5_.3_
    1  4_4456  5_.0_
    3  5_35+16  5_.4_
    4  343212  1_.0_ //";Europa, Mitteleuropa, Deutschland;6/8;;;E0550;8
E0551;;ERKNER;;C-maj;A SCHUESSLA UND A RAINDEL;Liebes - Lied, Versoehnung;"1_  1_.-5-5_1_  1_.-6-6_
    2_  -7_-5_-6_-7_  1__0_
    1_  1_.-5-5_1_  1_.-6-6_
    2_  -7_-5_-6_-7_  1__0_
    1_  -7_1_2_-7_  1_2_3_
    1_  -7_1_2_-7_  1_2_3_
    1_  -5_-5_-5_1_  -6_-6_-6_
    2_  -7_-5_-6_-7_  1__0_ //";Europa, Mitteleuropa, Deutschland, Thueringen;2/4;;;E0551;16
E0552;;ERKNER;;A-min;ICH HAB MIR EINEN GARTEN GEPFLANZT;Liebes - Lied, Vertroestung;"-5_  1_2_3b_2_  1__-7b_
    -7b_  3b4554_42  3b__0_
    3b4  5_5_3b_5_  4_3b_2_
    23b  4_4_2_5_  3b_23b1_0_
    2_.3b4_52  3b_2_1_ //";Europa, Mitteleuropa, Deutschland, Bonn, Kessenich;4/4;;;E0552;8
E0554;;ERKNER;;F-maj;ACH SCHAETZCHEN WAS HAB ICH DIR ZU LEIDE GETHAN;Liebes - Lied, Vertroestung;"-5_  1_111_12  3_3_3_
    13  5_.34654  3__0_
    13  5_555_65  544_4_
    54  3_333543  32222_
    54  3_3_2_2_  1__0_ //";Europa, Mitteleuropa, Deutschland, Hessen, Darmstadt;4/4;;;E0554;8
E0555;;ERKNER;;D-maj;WENN ICH AN DEN LETZTEN ABEND GEDENNCK;Liebes - Lied, Abschied;"-1-3  -5_-5_-5_-6-5  -5-4-4-3-4_
    -5-4  -3_-3_-5_-4-3  -2__0_
    -1-1  -6_-6-6-6_1-6  -6-5-5-51_
    11  2_2_-7_-6-7  1__0_
    -1-3  -5-5-5-5-5_
    1-7  -6-6-6-6-6_
    21  -7_-5_-5_-6-7  1__0_
    -1-3  -5-5-5-5-5_
    1-7  -6-6-6-6-6_
    21  -7_-5_-5_-6-7  1__0_ //";"Europa, Mitteleuropa, Deutschland, Hessen, Odenwald; Bergstrasse";4/4;;;E0555;8
E0556;;ERKNER;;C-maj;I HA DAHEIM EN MAIDLI;Liebes - Lied;"-5_  -6_-5_-4_-2_  -3_-5_1_
    -5_  -5_4_-6_-7_  1__0_
    -5_  -6_-5_-4_-2_  -3_-5_1_
    -5_  4_2_-6_-7_  1__0_
    3_  3_.22_3_  2_1_1_
    2_  1_-7_-6_-7_  2_1_1_
    43  1#_2_2_32  -7_1_1_
    31  -7_-5_-6_-7_  1__0_ //";Europa, Mitteleuropa, Schweiz;2/4;;;E0556;16
E0557;;ERKNER;;F-maj;DEN SONNTAG DEN MONTAG IN ALLER FRUEH;Liebes - Lied, Abschied, Trennung;"-5  1_12  3_3
    3  2_2_  1_0
    2  3234  5_5
    5  4_4_  3_0
    5  55+15  4_6
    4  3_53  2_0
    -5  1234  5+16
    4  3_2_  1_0 //";Europa, Mitteleuropa, Deutschland;2/4;;;E0557;8
E0557A;;ERKNER;;D-min;MEIN SCHATZ DER IST AUF DIE WANDERSCHAFT;Liebes - Lied, Trennung;"12  3b_1_1_12  3b_1_1_
    2_  3b_3b3b4_3b4  5_.6b5_
    3b4  5_56b7b_5_  6b543b2_.
    2  3b23b45_42  1_-7_1_ //";Europa, Mitteleuropa, Deutschland;4/4;;;E0557;8
E0558;;ERKNER;;G-maj;DAS LIEBEN BRINGT GROSS FREUD;Liebes - Lied;"-5_  1_.23_46  5__0_
    13  5_5_4_54  3__0_
    13  5_5_5_65  54434_
    5_  3_3_3543  2-7-712_
    12  3__0_46  5__0_
    13  5_5_4_54  3__0_ //";Europa, Mitteleuropa, Deutschland, Schwaben;4/4;;;E0558;8
E0558A;;ERKNER;;G-maj;AUF TRAUERN FOLGT GROSS FREUD;Liebes - Lied;"-5__  1__.2_3__4_6_  5___0__
    3__  5__.4_6__5__  3___0__
    5__  3__.5_5__6__  5__.4_4__
    5__  3__3__5_4_3__  3__.2_2__
    5__  3__.432__5__  3__.432__
    6__  5__7_6_5__4__  3___0__ //";"Europa, Mitteleuropa, Deutschland, Lahngegend; Taunus";4/4;;;E0558;16
E0559;;ERKNER;;Eb-maj;ACH SCHOENSTER SCHATZ VERZEIH ES MIR;Liebes - Lied;"5  5_31_3  5_31_
    1  4_6+176  6_.5_
    3  4_6654  3_554
    3  2_5542  2_.1_
    3  4_6654  3_554
    3  2_5542  2_.1_ //";Europa, Mitteleuropa, Deutschland, Frankfurt a.M.;6/8;;;E0559;8
E0560;;ERKNER;;G-maj;SCHOENSTER SCHATZ MEIN AUGENTROST;Liebes - Lied;"-5_  -5_-6-71__3__  2_2_1_
    2_3_4_  5_.65_3_4_5_  3__0__.
    -5_  1_3_5__6_5_  4_3_4__.
    5_  3_2_3_5_4_3_  2_1_2_
    -5_1_3_  5_6_5__4_5_  3__0__. //";Europa, Mitteleuropa, Deutschland;3/4;;;E0560;16
E0560A;;ERKNER;;G-maj;ACH SCHOENSTER SCHATZ MEIN AUGENTROST;Liebes - Lied;"-512  3_3_22  1_0
    234  565345  3_0
    534  5_6543  4_0
    532  354321  2_0
    234  565345  3_0 //";Europa, Mitteleuropa, Deutschland, Hessen, Odenwald;3/4;;;E0560;8
